minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
3.33,4.92,11.89,9.0,1.3,2.75,4.62,561.32,156.82,1.01,296.64,10.61,64.74,51.6,0.0
4.68,3.12,8.3,9.0,0.89,6.75,4.32,475.36,120.08,0.86,214.35,10.84,63.88,52.98,0.0
2.78,5.72,5.55,9.0,1.3,6.75,4.19,498.11,111.93,0.87,231.97,10.85,65.13,51.93,0.0
1.78,3.25,5.55,9.0,1.3,7.0,5.03,533.0,137.82,0.98,273.61,10.48,63.52,51.4,0.0
2.59,3.39,5.55,9.0,1.38,4.47,4.71,488.3,99.35,0.86,228.33,10.46,63.62,50.84,0.0
3.05,1.78,4.9,9.0,0.73,3.82,4.89,514.06,139.51,0.93,258.41,10.07,62.46,50.37,5.0
2.78,2.47,7.91,9.0,1.92,2.29,4.65,617.67,157.85,1.04,361.16,9.59,62.86,47.06,0.0
3.6,5.72,13.08,9.0,0.9,4.41,4.48,460.59,100.74,0.82,190.79,11.14,66.05,53.39,0.0
2.66,5.72,6.41,9.0,1.16,6.48,4.27,508.44,124.65,0.9,240.7,10.96,65.48,52.92,0.0
2.78,3.6,4.84,9.0,0.55,5.53,4.08,443.57,92.4,0.79,175.76,11.05,65.55,52.81,49.0
1.8,3.97,6.37,9.0,1.79,2.81,4.76,496.48,93.23,0.9,242.17,10.13,61.9,50.38,0.0
4.57,5.72,6.41,9.0,1.92,2.49,4.31,532.68,109.38,0.92,274.78,10.08,62.83,49.42,0.0
2.63,5.72,6.41,9.0,1.11,7.09,4.38,488.1,112.3,0.88,220.47,11.05,65.43,53.28,0.0
3.43,5.72,8.95,9.0,2.0,2.49,4.45,559.11,124.7,0.98,301.13,10.07,62.87,49.52,0.0
2.78,2.44,10.71,9.0,1.87,2.49,4.67,632.21,170.46,1.05,372.4,9.69,63.88,46.9,0.0
3.44,5.72,6.41,9.0,1.41,2.49,4.34,495.58,105.43,0.88,235.47,10.45,63.48,51.34,0.0
1.46,2.15,6.41,9.0,1.83,2.49,4.58,534.87,107.07,0.95,284.7,9.58,60.66,48.56,0.0
2.47,5.72,6.41,9.0,1.92,2.49,4.39,552.53,125.94,0.98,294.64,10.06,62.85,49.51,0.0
