minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness,iterations
2.27,4.64,7.26,9.0,1.1,2.14,4.35,512.14,123.22,0.9,250.81,10.41,63.97,50.89,0.0,-0.27,1
2.13,4.82,8.92,9.0,0.98,3.23,4.41,479.54,107.82,0.87,217.9,10.68,64.05,52.39,0.0,-0.64,3
1.92,3.32,8.92,9.0,0.98,7.56,4.26,482.77,111.32,0.87,221.78,10.64,63.96,51.88,0.0,-0.65,23
1.92,3.99,4.46,9.0,0.98,6.25,4.15,446.3,84.46,0.82,188.87,10.61,62.91,52.23,0.0,-0.87,34
2.35,3.99,8.1,9.0,1.16,5.42,4.22,442.72,79.0,0.81,184.26,10.63,63.34,52.42,0.0,-0.88,156
1.29,5.15,6.55,9.0,1.16,4.35,4.06,449.34,88.08,0.8,188.99,10.67,63.72,51.77,0.0,-0.91,896
1.33,5.15,6.55,9.0,1.16,3.55,4.03,429.68,73.44,0.79,173.52,10.62,62.67,52.03,0.0,-0.99,988
