minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness
2.23,4.09,14.73,9.0,1.16,3.91,4.58,514.28,129.91,0.94,250.18,10.85,64.61,53.29,0.0,-0.15
2.23,5.66,14.02,9.0,1.01,5.54,4.38,501.47,127.96,0.9,231.32,11.13,66.16,53.18,0.0,-0.31
2.23,5.66,14.73,9.0,1.01,3.3,4.72,489.92,117.66,0.88,221.76,11.02,65.56,53.06,0.0,-0.15
1.3,5.66,14.73,9.0,1.01,4.87,4.82,474.15,116.87,0.88,208.01,11.12,65.06,53.78,0.0,-0.19
2.23,5.66,14.73,9.0,1.01,6.26,4.36,526.62,147.67,0.94,256.83,11.12,66.1,52.84,0.0,-0.25
4.99,2.04,14.73,9.0,1.99,5.84,5.56,952.11,416.98,1.34,677.83,9.59,68.68,44.48,0.0,1.76
2.23,1.81,8.5,9.0,1.01,6.31,4.66,523.3,138.56,0.94,266.57,10.22,62.93,50.67,0.0,0.26
2.23,5.66,8.5,9.0,1.9,5.98,4.34,556.54,139.81,0.97,292.19,10.47,64.73,50.48,0.0,0.07
1.31,5.43,8.5,9.0,1.82,2.57,4.48,494.45,115.11,0.9,239.45,10.33,61.97,51.28,0.0,0.07
4.96,5.66,13.54,9.0,1.01,5.98,4.48,561.22,181.3,1.03,293.42,10.99,65.65,52.88,0.0,-0.09
3.85,3.28,8.5,9.0,1.01,5.98,4.52,515.57,141.79,0.94,252.99,10.76,64.3,52.8,0.0,-0.09
2.23,2.22,8.5,9.0,1.35,3.52,4.78,586.45,164.32,1.02,327.79,10.05,63.47,49.06,0.0,0.51
2.23,2.04,8.92,9.0,1.51,7.48,4.77,590.67,164.91,1.0,329.68,10.14,64.24,48.71,0.0,0.5
2.23,5.66,8.5,9.0,1.01,4.53,4.28,456.56,94.12,0.82,189.58,11.06,65.31,53.31,0.0,-0.4
2.23,5.66,5.05,9.0,1.01,4.53,4.71,499.34,124.44,0.9,233.0,10.96,65.12,52.93,0.0,-0.12
1.95,1.62,8.5,9.0,1.01,4.53,4.97,582.16,176.51,1.0,323.35,9.98,63.65,48.82,0.0,0.64
4.24,1.9,7.6,9.0,1.01,3.04,4.77,680.01,257.51,1.04,410.79,9.91,67.07,46.27,0.0,0.91
4.72,4.41,11.68,9.0,1.38,4.53,4.66,614.69,192.15,1.03,345.25,10.6,66.81,50.37,0.0,0.27
2.23,5.66,8.5,9.0,1.01,6.06,4.66,471.97,108.14,0.87,205.3,11.1,65.25,53.84,0.0,-0.27
2.23,5.66,13.82,9.0,1.01,4.53,4.37,470.44,103.59,0.85,201.61,11.11,65.75,53.47,0.0,-0.37
4.13,5.66,14.57,9.0,1.5,3.97,5.08,683.3,236.51,1.11,413.24,10.54,66.77,49.98,0.0,0.57
3.06,4.6,12.06,9.0,1.01,4.53,4.4,539.47,157.45,0.98,271.18,10.94,65.73,52.58,0.0,-0.14
3.98,4.94,10.84,9.0,1.01,5.28,4.29,472.05,107.13,0.86,205.7,11.07,65.15,53.56,0.0,-0.39
2.23,1.92,7.94,9.0,1.01,5.04,4.9,508.41,129.49,0.92,253.17,10.2,62.53,50.9,0.0,0.32
4.34,4.6,12.06,9.0,1.07,4.53,4.22,446.29,87.25,0.79,180.84,11.01,64.94,53.18,0.0,-0.42
2.23,5.66,14.73,9.0,1.01,4.74,4.31,513.83,136.32,0.92,244.31,11.1,65.93,53.22,0.0,-0.31
1.51,2.25,11.35,9.0,1.59,5.84,4.64,569.6,150.35,1.01,311.9,10.17,63.21,49.25,0.0,0.37
2.23,5.66,14.73,9.0,0.57,3.8,4.02,429.79,84.61,0.78,160.88,11.35,65.65,54.71,84.0,4.0
3.06,2.09,12.06,9.0,1.01,7.28,4.66,540.12,160.45,0.98,280.45,10.45,63.62,51.24,0.0,0.2
2.23,4.6,14.41,9.0,0.88,5.84,4.46,521.59,148.39,0.94,252.57,11.1,65.78,53.0,0.0,-0.21
1.44,5.66,14.73,9.0,1.01,3.3,4.46,548.98,168.44,0.98,279.51,10.99,66.0,52.32,0.0,-0.1
2.23,5.47,5.11,9.0,1.11,5.84,4.21,493.95,116.54,0.9,229.23,10.94,64.76,53.14,0.0,-0.34
2.23,5.66,14.73,9.0,1.01,4.69,4.23,480.02,112.94,0.87,212.58,11.11,65.38,53.46,0.0,-0.41
2.23,1.71,14.73,9.0,1.2,5.84,4.94,590.1,178.29,1.04,330.75,10.13,63.86,49.67,0.0,0.54
1.45,5.66,8.35,9.0,1.56,7.77,4.14,526.09,140.64,0.93,259.29,10.76,65.37,51.37,0.0,-0.15
1.34,5.66,14.73,9.0,1.01,7.34,4.42,507.82,141.0,0.92,238.23,11.18,65.93,53.45,0.0,-0.3
2.23,1.78,14.73,9.0,1.96,5.84,5.36,644.11,178.6,1.05,383.42,9.73,64.58,46.53,0.0,1.01
2.23,4.2,6.16,9.0,0.84,2.12,4.71,483.24,114.09,0.88,221.29,10.65,64.0,52.2,0.0,-0.0
2.23,5.15,10.75,9.0,0.88,5.84,4.33,461.04,100.01,0.82,191.18,11.17,65.99,53.15,0.0,-0.4
2.23,4.6,6.83,9.0,0.98,5.84,4.34,486.92,117.8,0.89,222.2,10.98,64.73,53.12,0.0,-0.29
4.71,2.59,14.41,9.0,1.14,2.32,4.74,601.54,198.48,1.01,340.11,10.15,64.25,49.45,0.0,0.51
2.23,1.51,14.41,9.0,1.27,5.84,4.92,633.6,202.77,1.02,370.36,9.9,65.38,46.79,0.0,0.82
2.79,4.6,8.22,9.0,0.88,2.53,4.93,498.71,129.23,0.9,235.0,10.8,64.47,52.92,0.0,0.03
2.23,4.6,5.76,9.0,0.76,2.86,4.68,473.07,107.12,0.84,205.14,10.89,65.52,52.1,12.0,4.0
2.93,1.78,14.41,9.0,0.88,7.2,4.82,595.45,204.01,1.04,331.48,10.31,65.17,49.55,0.0,0.5
2.23,4.6,9.32,9.0,0.75,5.84,4.62,458.58,105.42,0.83,192.24,11.15,65.09,53.43,31.0,4.0
2.23,5.74,14.73,9.0,0.93,5.84,4.32,497.41,130.75,0.9,229.27,11.18,65.58,53.45,0.0,-0.36
2.23,5.14,9.79,9.0,1.58,5.84,4.37,554.37,139.47,0.98,287.21,10.62,65.54,51.19,0.0,-0.01
2.23,3.23,14.73,9.0,1.0,5.84,4.25,463.24,100.55,0.85,199.74,10.92,64.48,53.48,0.0,-0.37
4.59,2.87,14.73,9.0,1.01,7.02,4.59,547.98,172.28,0.99,284.56,10.71,64.5,51.96,0.0,0.07
2.23,5.41,5.59,9.0,1.01,5.84,4.22,495.59,120.14,0.89,227.55,11.03,65.6,53.11,0.0,-0.35
4.53,5.66,14.73,9.0,1.01,5.69,4.29,488.18,120.53,0.87,219.52,11.1,65.83,53.27,0.0,-0.35
2.23,2.05,8.15,9.0,0.78,7.1,4.73,544.05,167.26,0.97,282.11,10.48,64.29,50.86,13.0,4.0
2.23,5.66,7.89,9.0,0.69,5.84,4.71,447.61,94.51,0.8,177.01,11.24,66.46,53.51,49.0,4.0
2.23,5.66,13.73,9.0,0.65,5.84,4.23,430.2,84.84,0.78,161.98,11.35,65.56,54.28,58.0,4.0
2.23,5.66,14.73,9.0,1.01,3.76,4.31,512.56,132.68,0.89,241.74,11.02,66.53,52.29,0.0,-0.24
