minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness
3.06,4.78,8.53,9.0,1.85,2.13,5.03,532.01,139.63,0.97,280.09,9.89,61.83,50.48,0.0,0.69
3.05,2.14,7.62,9.0,1.56,2.09,4.73,574.73,169.3,0.99,320.15,9.74,62.6,48.31,0.0,0.94
3.08,4.1,6.67,9.0,1.22,3.49,4.64,514.44,130.01,0.92,261.15,9.98,62.26,50.37,0.0,0.31
2.55,2.78,8.45,9.0,1.92,3.45,5.15,752.39,307.03,1.18,486.14,9.66,66.54,46.17,0.0,2.14
2.09,4.73,2.85,9.0,0.62,7.65,4.56,544.41,157.67,0.96,287.04,10.01,63.45,49.25,23.0,4.0
4.58,1.67,7.82,9.0,1.63,7.72,4.95,674.49,252.02,1.1,414.73,9.76,64.23,47.37,0.0,1.55
3.66,2.64,4.07,9.0,1.06,6.11,5.02,602.93,197.08,1.0,343.29,9.9,64.12,48.01,0.0,1.21
2.32,2.01,4.1,9.0,1.43,5.69,5.27,688.24,269.91,1.19,431.01,9.66,63.54,48.26,0.0,1.83
2.73,3.22,6.35,9.0,1.16,6.68,4.69,586.71,184.86,1.0,328.63,9.92,63.71,48.52,0.0,0.83
3.13,4.39,5.65,9.0,0.56,7.47,4.48,506.62,124.24,0.85,246.19,10.13,64.36,48.79,9.0,4.0
1.36,1.77,6.71,9.0,1.43,4.07,5.17,563.01,159.86,0.96,305.61,9.81,63.55,48.09,0.0,1.22
3.04,2.01,5.37,9.0,1.93,5.69,4.68,562.45,156.89,0.96,309.46,9.76,62.15,48.82,0.0,0.77
4.17,2.01,3.28,9.0,1.43,5.69,4.77,639.61,219.3,1.07,381.52,9.77,63.78,47.79,0.0,1.22
2.32,2.74,4.1,9.0,1.43,5.69,4.77,536.71,143.95,0.95,282.3,9.88,62.52,48.99,0.0,0.69
2.08,1.85,4.5,9.0,1.56,7.42,5.66,896.13,435.04,1.39,626.44,9.52,67.48,45.12,0.0,3.27
2.32,2.16,2.88,9.0,1.43,5.81,5.16,640.04,220.36,1.06,379.89,9.73,64.38,47.04,0.0,1.64
2.12,2.01,4.16,9.0,1.43,5.69,5.0,691.74,258.09,1.12,429.82,9.78,65.19,46.71,0.0,1.68
2.32,3.71,2.53,9.0,1.87,3.89,4.68,521.55,128.18,0.94,269.24,9.84,61.98,50.25,0.0,0.43
4.45,4.47,5.58,9.0,1.22,3.49,4.97,627.89,217.52,1.09,369.0,9.89,63.75,49.11,0.0,1.13
3.08,4.1,6.67,9.0,1.22,3.49,4.99,577.52,174.99,1.01,321.18,9.9,63.02,49.31,0.0,0.94
4.66,2.01,3.28,9.0,1.43,4.01,4.89,631.57,217.6,1.07,373.97,9.73,63.68,47.69,0.0,1.34
3.08,3.45,3.71,9.0,1.35,4.07,5.23,631.87,217.68,1.08,374.29,9.83,63.53,48.77,0.0,1.41
4.17,2.22,4.21,9.0,1.43,3.79,4.81,640.59,222.14,1.05,381.27,9.76,64.09,47.45,0.0,1.31
2.87,4.98,8.51,9.0,1.43,5.69,5.01,685.36,263.85,1.14,423.48,9.87,64.79,47.53,0.0,1.56
3.22,2.01,3.28,9.0,1.43,5.69,4.75,558.02,157.95,0.99,305.48,9.79,62.08,48.99,1.0,4.0
4.17,4.38,3.28,9.0,1.43,2.81,4.56,488.46,106.66,0.87,236.27,9.93,61.97,49.95,0.0,0.23
3.39,1.86,8.35,9.0,1.25,5.69,5.02,733.04,295.34,1.12,466.25,9.73,66.67,46.23,0.0,1.94
2.87,4.98,8.51,9.0,1.93,5.69,4.66,617.35,195.28,1.06,358.49,9.9,63.93,48.36,0.0,0.88
4.19,5.05,3.31,9.0,1.43,5.69,5.16,609.33,200.7,1.06,352.53,9.92,63.34,48.64,3.0,4.0
4.76,3.73,8.51,9.0,1.13,5.69,4.58,509.64,126.2,0.9,253.79,10.05,62.87,50.51,0.0,0.19
4.57,4.98,8.51,9.0,0.7,3.54,4.7,643.44,231.85,1.08,379.62,9.98,65.27,47.84,0.0,1.08
2.87,3.44,4.06,9.0,0.55,3.23,4.82,529.15,150.17,0.96,276.31,9.95,62.19,50.05,14.0,4.0
4.91,4.62,2.67,9.0,1.43,5.69,4.62,583.36,179.61,1.03,327.87,9.89,62.75,49.09,0.0,0.71
3.46,4.98,5.01,9.0,0.72,3.21,4.73,547.61,157.96,0.96,290.03,10.0,63.33,49.33,3.0,4.0
4.76,3.2,8.51,9.0,1.13,5.69,5.17,758.84,327.24,1.2,492.48,9.81,66.42,46.61,0.0,2.09
4.76,3.73,6.35,9.0,1.11,5.69,4.49,535.97,146.23,0.96,280.57,9.99,62.75,49.72,0.0,0.33
4.76,2.24,7.17,9.0,1.82,5.16,4.91,674.27,241.08,1.1,412.73,9.81,64.79,47.34,0.0,1.44
4.76,2.31,8.51,9.0,1.13,5.63,4.93,505.01,125.69,0.91,253.21,9.94,61.86,50.09,0.0,0.57
4.76,3.73,8.51,9.0,1.13,5.69,5.43,685.65,265.94,1.1,423.25,9.84,65.28,46.95,0.0,1.98
4.76,3.73,6.93,9.0,1.13,4.11,5.07,577.35,180.39,1.0,321.02,9.92,62.96,48.97,0.0,1.06
1.67,3.73,7.38,9.0,0.79,7.16,4.96,550.72,158.78,0.98,294.01,9.97,63.21,49.48,9.0,4.0
1.82,4.38,6.29,9.0,1.13,5.69,4.56,490.81,111.71,0.87,234.19,10.04,63.11,49.63,1.0,4.0
4.76,5.16,5.25,9.0,1.13,4.11,4.76,642.33,224.74,1.06,379.66,9.94,65.23,47.46,1.0,4.0
4.76,3.73,6.93,9.0,1.13,2.21,4.58,553.01,159.29,0.97,298.29,9.91,62.74,49.47,0.0,0.53
3.38,4.77,6.93,9.0,1.39,4.11,4.97,505.92,124.36,0.93,254.74,9.97,61.6,50.54,0.0,0.53
4.76,3.77,7.21,9.0,1.13,7.07,4.98,596.68,194.61,1.01,339.14,9.89,63.62,48.6,0.0,1.11
1.35,3.73,3.44,9.0,1.13,4.11,4.58,510.72,127.41,0.92,257.23,9.93,62.2,50.12,0.0,0.31
3.29,1.67,6.93,9.0,1.84,3.71,5.32,654.12,222.54,1.05,394.66,9.66,64.25,46.57,0.0,1.87
4.76,3.73,6.87,9.0,1.13,4.11,4.8,620.33,215.21,1.09,362.13,9.9,63.67,48.89,0.0,1.01
1.31,3.85,6.78,9.0,0.65,2.68,5.3,503.91,125.77,0.93,249.03,10.01,62.68,50.54,24.0,4.0
4.47,2.35,8.51,9.0,1.7,5.69,5.21,656.67,228.51,1.09,396.65,9.8,64.28,47.63,0.0,1.6
4.76,4.16,3.4,9.0,0.67,5.69,5.03,678.16,272.74,1.17,420.63,9.85,63.6,48.36,2.0,4.0
2.75,3.18,8.51,9.0,1.46,5.69,4.96,696.26,274.01,1.15,435.3,9.8,64.52,47.25,0.0,1.64
3.1,3.73,7.33,9.0,1.13,5.12,4.7,534.69,146.37,0.97,281.44,9.96,62.25,50.35,0.0,0.44
3.95,1.84,5.13,9.0,1.13,5.69,4.85,582.21,183.03,1.02,327.63,9.84,62.63,49.0,0.0,0.94
4.76,3.73,4.91,9.0,1.13,5.0,4.94,516.29,134.11,0.92,263.83,9.94,62.09,49.88,0.0,0.64
4.76,2.39,7.7,9.0,1.0,4.32,5.18,730.4,309.08,1.17,467.57,9.81,65.4,47.18,0.0,1.95
2.38,3.73,5.29,9.0,1.99,2.18,5.17,716.9,283.78,1.19,457.24,9.63,64.23,47.06,0.0,1.97
4.76,4.15,6.41,9.0,1.13,6.59,4.86,608.4,205.54,1.06,352.18,9.92,63.15,48.99,0.0,0.99
4.76,1.4,2.59,9.0,1.18,5.69,5.04,680.37,256.29,1.09,418.6,9.69,64.83,46.6,0.0,1.77
4.76,3.73,8.51,9.0,0.98,2.63,5.15,550.7,163.82,0.99,297.06,9.92,62.36,50.3,0.0,0.89
4.76,2.9,8.53,9.0,1.62,5.69,4.99,642.25,223.2,1.1,383.44,9.85,63.91,48.6,0.0,1.26
4.76,2.31,7.84,9.0,1.13,7.86,4.58,581.56,177.08,0.97,320.06,9.93,64.64,47.58,0.0,0.82
4.76,4.95,8.51,9.0,1.13,4.11,4.96,537.0,148.89,0.97,283.36,9.97,62.37,50.44,0.0,0.63
4.76,3.73,5.5,9.0,1.13,5.69,4.76,609.14,204.67,1.06,351.1,9.92,63.69,48.68,0.0,0.95
4.76,1.85,5.72,9.0,1.13,2.03,4.86,652.08,236.79,1.07,393.02,9.68,64.05,47.34,0.0,1.47
4.76,3.73,8.51,9.0,1.52,5.69,5.21,603.8,194.86,1.02,345.17,9.89,63.88,48.17,0.0,1.34
4.76,1.51,8.51,9.0,1.45,5.69,4.98,709.67,280.37,1.13,448.07,9.69,64.99,46.58,0.0,1.83
1.5,3.73,7.46,9.0,1.13,5.69,4.63,528.76,142.94,0.97,275.84,10.0,62.09,50.51,0.0,0.33
4.76,3.73,8.51,9.0,1.13,4.2,4.72,584.46,183.95,1.02,326.86,9.95,63.54,49.17,0.0,0.76
4.76,3.73,3.37,9.0,1.13,6.9,4.71,592.97,189.9,1.01,334.16,9.88,63.96,48.25,0.0,0.93
4.76,3.73,5.73,9.0,1.13,5.69,4.89,634.37,222.75,1.04,372.45,9.96,64.72,48.13,0.0,1.17
4.76,3.73,5.09,9.0,1.13,7.98,4.61,563.99,168.06,0.98,307.48,9.95,63.25,49.15,0.0,0.61
4.76,1.72,8.51,9.0,1.45,3.18,5.06,697.94,271.23,1.13,436.71,9.68,64.73,46.8,0.0,1.83
4.18,3.73,8.16,9.0,1.22,5.87,4.76,600.21,194.86,1.0,340.56,9.94,64.2,48.19,0.0,0.96
4.76,4.57,3.86,9.0,1.91,7.38,4.73,614.91,196.48,1.04,358.03,9.81,63.53,47.83,0.0,1.06
