minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness,iterations
2.5,2.9,7.5,9.0,1.0,4.0,4.83,533.73,145.65,0.93,269.49,10.56,64.74,51.12,0.0,0.2,0
1.55,4.78,7.66,9.0,1.11,6.51,4.3,528.61,141.12,0.93,259.1,10.96,66.17,52.27,0.0,-0.2,1
1.45,5.19,9.73,9.0,1.1,6.51,4.25,511.65,135.16,0.9,241.82,11.04,66.23,52.37,0.0,-0.27,3
2.7,5.19,9.14,9.0,1.1,6.51,4.15,463.78,97.35,0.84,197.14,11.06,65.26,53.33,0.0,-0.45,16
2.23,5.66,14.73,9.0,1.01,5.84,4.21,452.9,93.81,0.81,185.06,11.19,65.49,53.54,0.0,-0.48,76
2.73,5.66,14.73,9.0,0.93,5.84,4.17,448.78,93.22,0.82,181.86,11.23,65.26,54.24,0.0,-0.56,192
4.05,5.58,4.67,9.0,0.93,5.84,4.06,428.9,76.4,0.78,164.84,11.08,64.54,54.02,0.0,-0.58,269
