minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness,iterations
2.5,2.9,7.5,9.0,1.0,4.0,4.83,533.73,145.65,0.93,269.49,10.56,64.74,51.12,0.0,0.2,0
1.47,4.32,9.73,9.0,1.61,5.79,4.88,511.48,124.72,0.92,251.5,10.57,63.62,51.67,0.0,0.14,2
1.74,4.7,6.85,9.0,0.96,3.39,4.31,463.24,101.81,0.84,199.49,10.89,64.56,52.89,0.0,-0.3,4
1.53,4.7,6.85,9.0,0.92,6.98,4.07,440.32,86.44,0.79,174.54,11.04,65.03,53.12,0.0,-0.48,12
1.53,4.7,5.81,9.0,0.92,6.98,4.12,433.13,81.47,0.79,169.37,11.06,64.58,53.78,0.0,-0.52,255
