minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness
4.02,5.62,12.52,9.0,1.0,6.53,4.37,512.64,141.4,0.87,239.71,10.92,67.41,51.23,0.0,-0.1
2.16,5.76,12.52,9.0,1.0,6.53,4.35,513.28,146.15,0.92,249.25,10.86,64.76,52.58,0.0,-0.16
2.42,2.26,12.52,9.0,1.0,6.53,4.64,523.7,150.38,0.95,261.66,10.65,64.33,52.24,0.0,0.05
2.42,5.76,14.96,9.0,1.38,6.53,4.65,531.6,149.2,0.97,267.15,10.76,64.81,52.59,0.0,-0.01
2.42,4.64,14.13,9.0,1.78,6.53,4.49,523.72,133.07,0.93,261.48,10.62,64.28,50.94,0.0,0.04
2.42,5.56,10.87,9.0,1.94,6.53,4.3,525.41,133.45,0.93,262.88,10.55,64.34,50.68,0.0,0.0
2.42,3.47,9.06,9.0,1.32,6.53,4.49,498.8,128.37,0.92,239.24,10.63,63.5,52.39,0.0,-0.06
2.42,3.47,10.87,9.0,1.55,6.17,4.66,573.99,173.28,1.04,310.89,10.53,64.45,51.14,0.0,0.2
1.28,5.64,10.87,9.0,1.64,3.03,4.51,500.59,131.25,0.88,236.77,10.62,64.63,51.72,0.0,-0.0
1.39,2.74,10.87,9.0,1.32,6.53,5.1,543.37,158.15,0.97,281.28,10.6,64.22,51.64,0.0,0.29
2.42,5.63,10.87,9.0,1.32,6.53,4.81,588.89,192.5,1.06,321.25,10.75,65.79,51.64,0.0,0.21
1.69,2.35,10.87,9.0,1.32,5.19,4.75,498.46,127.51,0.92,239.73,10.51,63.31,52.7,0.0,0.06
3.1,4.64,3.8,9.0,1.78,6.53,4.78,496.86,116.31,0.89,237.27,10.51,63.63,51.61,1.0,4.0
2.42,4.64,14.13,9.0,1.37,6.53,4.49,517.8,137.48,0.93,253.02,10.78,64.83,52.7,0.0,-0.11
1.51,5.57,6.98,9.0,1.78,6.53,4.22,478.68,114.34,0.86,217.72,10.64,63.89,51.58,0.0,-0.15
1.88,5.29,7.48,9.0,1.61,4.12,4.61,558.85,161.82,0.96,289.82,10.6,66.31,50.46,0.0,0.18
1.51,2.6,11.49,9.0,0.96,6.53,5.06,499.09,133.36,0.9,235.75,10.68,64.7,51.61,0.0,0.2
1.61,5.57,14.13,9.0,1.5,6.53,4.31,477.66,115.39,0.87,215.15,10.82,64.33,52.72,0.0,-0.24
1.75,4.64,4.63,9.0,1.78,2.29,5.07,595.59,184.26,1.04,332.0,10.28,64.64,50.1,0.0,0.53
1.51,5.23,14.13,9.0,1.72,6.53,4.47,467.09,108.14,0.86,207.72,10.69,63.57,52.32,0.0,-0.13
1.93,2.18,10.27,9.0,1.48,7.32,4.62,552.71,160.67,0.98,291.22,10.39,64.17,50.37,0.0,0.25
2.42,5.44,10.16,9.0,1.37,6.53,4.33,465.07,102.55,0.84,202.64,10.81,64.25,52.78,0.0,-0.26
4.31,5.33,14.13,9.0,1.37,4.06,4.74,609.03,205.55,1.06,340.37,10.65,66.11,51.1,0.0,0.27
2.42,4.64,4.84,9.0,1.39,2.48,4.46,475.39,103.78,0.86,213.41,10.62,64.09,52.25,0.0,-0.11
3.32,4.26,5.45,9.0,1.37,5.41,4.48,480.51,113.08,0.88,219.55,10.69,63.82,52.84,0.0,-0.14
2.42,1.63,12.77,9.0,1.37,6.53,4.98,634.79,218.12,1.11,368.22,10.3,65.79,49.6,0.0,0.59
1.5,4.64,5.96,9.0,1.96,7.41,4.43,475.62,106.52,0.87,215.87,10.56,63.51,52.58,0.0,-0.12
2.42,4.8,14.13,9.0,1.37,6.53,4.44,504.11,128.68,0.91,241.54,10.79,64.4,52.36,0.0,-0.13
4.31,5.57,6.98,9.0,1.0,4.06,4.39,500.42,132.03,0.87,230.62,10.84,66.37,51.87,0.0,-0.13
1.51,5.33,14.13,9.0,1.13,5.88,5.17,506.78,141.96,0.92,243.43,10.83,64.49,52.59,0.0,0.16
3.19,3.48,6.98,9.0,1.37,7.93,4.82,519.43,139.61,0.92,255.82,10.61,64.7,51.62,0.0,0.14
1.69,5.57,14.13,9.0,1.27,4.11,4.52,488.61,125.67,0.9,228.15,10.78,63.81,53.0,0.0,-0.14
4.31,5.33,14.13,9.0,1.0,6.53,4.4,503.35,138.98,0.9,236.59,10.9,65.38,52.88,0.0,-0.19
1.51,5.48,6.98,9.0,1.02,4.06,4.56,500.35,134.21,0.9,236.56,10.81,64.65,52.48,0.0,-0.08
1.51,4.58,6.98,9.0,1.0,6.53,4.32,481.41,120.01,0.87,217.52,10.87,64.72,52.83,0.0,-0.25
1.51,3.67,6.98,9.0,1.0,6.53,4.37,496.61,132.06,0.89,233.81,10.78,64.45,52.28,0.0,-0.14
2.23,5.51,14.13,9.0,1.13,7.01,4.39,477.59,116.12,0.85,211.89,10.93,65.08,52.42,1.0,4.0
1.46,5.33,8.66,9.0,1.25,2.17,5.0,555.28,174.97,1.0,291.67,10.6,64.71,51.06,0.0,0.32
1.51,3.09,10.31,9.0,1.13,7.09,4.37,474.57,114.96,0.86,214.22,10.74,63.78,52.4,0.0,-0.17
4.71,3.19,14.13,9.0,1.13,4.57,4.57,526.64,154.5,0.94,263.7,10.66,64.55,51.91,0.0,0.04
2.28,5.33,8.26,9.0,1.13,5.88,4.29,472.83,108.59,0.82,205.9,10.84,65.65,51.67,0.0,-0.2
1.51,5.33,14.13,9.0,1.13,5.39,4.91,487.15,125.13,0.88,224.1,10.88,64.46,52.81,0.0,-0.01
1.51,3.49,11.43,9.0,1.13,4.19,4.58,485.72,119.3,0.85,222.42,10.71,64.59,51.47,0.0,-0.01
1.51,1.62,14.13,9.0,1.13,5.63,4.7,582.6,185.96,1.01,318.79,10.35,64.96,49.78,0.0,0.38
1.51,4.88,4.8,9.0,1.13,5.63,4.49,466.84,107.36,0.85,205.21,10.78,63.99,53.03,0.0,-0.19
1.51,4.31,14.13,9.0,1.77,7.44,4.62,500.17,123.59,0.9,236.94,10.67,64.49,51.98,0.0,-0.01
1.53,3.74,8.91,9.0,1.13,5.63,4.45,461.42,105.04,0.86,201.1,10.78,63.75,53.15,0.0,-0.22
2.31,1.62,14.13,9.0,1.56,5.63,4.94,578.98,174.67,1.04,319.19,10.25,63.76,50.57,0.0,0.44
2.65,4.63,6.98,9.0,1.27,6.53,4.41,489.05,120.67,0.87,224.72,10.76,64.8,51.81,0.0,-0.11
3.52,5.41,6.98,9.0,1.97,3.57,4.95,539.39,143.94,0.93,276.54,10.41,64.29,50.61,0.0,0.33
1.51,1.62,5.39,9.0,1.0,7.51,4.61,493.17,121.23,0.89,234.71,10.37,63.37,51.44,0.0,0.11
4.25,3.27,6.98,9.0,1.11,6.06,4.77,586.18,196.09,1.0,318.21,10.6,66.12,50.42,0.0,0.32
1.51,5.64,9.75,9.0,1.0,4.04,4.37,475.89,116.81,0.86,211.43,10.92,64.8,52.93,0.0,-0.25
