minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
2.82,5.59,14.75,9.0,0.84,6.78,4.23,480.58,122.84,0.88,213.0,11.23,65.33,54.07,1.0
4.1,5.59,10.0,9.0,0.88,7.7,4.26,474.67,114.63,0.85,205.26,11.17,65.83,53.55,0.0
2.07,4.46,10.99,9.0,1.67,6.11,4.22,495.45,99.88,0.89,233.06,10.64,64.17,51.64,0.0
2.23,5.36,7.18,9.0,1.85,2.71,4.23,509.75,105.36,0.89,251.26,10.24,62.82,50.4,0.0
2.21,2.43,6.38,9.0,1.39,6.11,4.32,510.77,113.27,0.9,251.97,10.3,63.4,49.81,0.0
2.21,4.65,7.18,9.0,1.24,6.11,4.3,490.75,109.29,0.89,226.4,10.86,64.65,52.88,0.0
2.21,4.46,7.18,9.0,1.33,6.11,4.34,526.79,132.33,0.95,264.25,10.76,64.17,52.49,0.0
2.21,4.46,9.39,9.0,1.92,6.41,4.47,542.17,119.38,0.96,281.43,10.39,63.62,50.88,0.0
3.99,4.78,5.74,9.0,1.91,5.47,4.19,501.97,91.77,0.89,242.9,10.33,63.15,50.96,0.0
1.66,4.46,7.18,9.0,1.24,6.11,4.38,504.82,117.25,0.89,237.65,10.82,65.36,52.39,0.0
2.21,4.46,7.18,9.0,1.33,5.19,4.34,490.02,106.94,0.89,228.37,10.74,63.98,52.4,0.0
2.16,4.7,12.04,9.0,1.3,6.8,4.28,508.49,121.98,0.92,242.77,10.88,65.01,52.62,0.0
2.21,4.46,6.58,9.0,1.53,6.11,4.32,525.16,121.38,0.93,262.11,10.6,64.34,51.66,0.0
2.21,4.46,7.18,9.0,1.26,7.09,4.3,506.06,121.43,0.92,241.98,10.86,64.58,52.69,0.0
2.6,4.46,11.55,9.0,1.53,6.11,4.44,513.69,113.09,0.9,247.33,10.74,65.16,51.71,0.0
