minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness,iterations
3.06,4.78,8.53,9.0,1.85,2.13,5.03,532.01,139.63,0.97,280.09,9.89,61.83,50.48,0.0,0.69,0.0
3.08,4.1,6.67,9.0,1.22,3.49,4.64,514.44,130.01,0.92,261.15,9.98,62.26,50.37,0.0,0.31,2.0
4.17,4.38,3.28,9.0,1.43,2.81,4.56,488.46,106.66,0.87,236.27,9.93,61.97,49.95,0.0,0.23,25.0
4.76,3.73,8.51,9.0,1.13,5.69,4.58,509.64,126.2,0.9,253.79,10.05,62.87,50.51,0.0,0.19,29.0
4.76,4.75,2.49,9.0,1.13,4.84,4.42,504.42,120.94,0.88,249.85,10.0,62.57,49.7,0.0,0.17,128.0
3.66,4.79,5.34,9.0,1.16,3.7,4.41,494.64,113.61,0.87,239.77,10.03,62.66,49.66,0.0,0.12,142.0
3.94,4.6,2.49,9.0,0.92,4.84,4.49,490.41,113.7,0.87,236.65,10.04,62.38,50.5,0.0,0.07,144.0
4.46,5.0,6.83,9.0,1.69,5.96,4.39,467.99,93.24,0.85,216.78,10.02,61.57,50.57,0.0,-0.09,682.0
1.54,5.07,4.3,9.0,1.2,5.81,4.36,468.86,96.88,0.85,215.89,10.04,62.2,50.68,0.0,-0.12,3331.0
