minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
3.68,5.79,7.94,9.0,0.7,2.94,4.63,481.67,126.3,0.86,215.65,11.06,64.94,53.53,20.0
3.68,5.79,6.51,9.0,1.28,2.94,4.18,480.95,101.72,0.86,219.1,10.7,63.95,52.16,0.0
1.93,5.79,8.86,9.0,1.28,2.94,4.35,529.5,135.76,0.95,264.9,10.73,64.63,52.33,0.0
3.68,5.79,11.39,9.0,1.28,6.15,4.47,557.9,156.47,1.03,289.22,10.94,65.76,53.09,0.0
2.47,5.07,13.05,9.0,1.61,6.8,4.32,497.47,102.63,0.89,233.63,10.77,64.47,52.04,0.0
3.68,2.64,6.51,9.0,1.65,6.0,4.91,565.86,147.22,0.99,309.81,10.11,62.56,50.19,0.0
2.47,5.79,13.05,9.0,1.82,6.8,4.81,498.33,101.42,0.9,236.22,10.62,64.04,51.76,0.0
3.68,5.74,10.64,9.0,1.61,2.94,4.22,494.37,101.16,0.88,234.37,10.53,63.45,51.62,0.0
2.47,5.07,13.05,9.0,1.61,2.94,4.65,509.16,105.18,0.89,245.81,10.54,64.38,51.25,0.0
3.68,5.79,9.68,9.0,1.28,6.8,4.64,510.54,124.69,0.93,245.6,10.9,64.8,53.36,0.0
2.47,2.16,13.05,9.0,1.61,6.8,4.73,625.64,183.59,1.03,360.26,10.14,65.82,48.0,0.0
3.29,5.59,11.47,9.0,1.28,5.83,4.3,500.38,118.83,0.9,235.2,10.96,64.87,53.3,0.0
3.68,5.74,10.64,9.0,1.61,2.94,4.22,494.37,101.16,0.88,234.37,10.53,63.45,51.62,0.0
2.47,2.16,13.05,9.0,1.61,6.8,4.73,625.64,183.59,1.03,360.26,10.14,65.82,48.0,0.0
3.68,2.38,10.04,9.0,1.61,6.03,5.13,724.0,259.25,1.14,454.13,10.07,67.07,47.76,0.0
4.6,5.74,10.64,9.0,1.61,2.73,4.33,548.61,130.9,0.94,284.04,10.41,64.78,50.65,0.0
3.68,5.79,10.44,9.0,1.28,5.92,4.22,493.19,112.0,0.89,228.01,10.96,64.86,53.35,0.0
3.68,5.74,10.56,9.0,1.52,2.94,4.3,496.03,102.9,0.89,235.75,10.59,63.5,51.94,0.0
3.68,5.79,9.6,9.0,1.31,5.92,4.38,513.77,125.77,0.93,248.03,10.89,64.98,52.92,0.0
3.68,3.9,14.47,9.0,1.88,5.92,4.47,545.38,128.19,0.91,283.4,10.43,63.99,50.89,0.0
3.68,2.58,10.44,9.0,1.28,5.92,5.41,757.77,320.22,1.26,488.42,10.22,66.83,48.7,0.0
